"Início dos relatórios","Término dos relatórios","Nome da campanha","Veiculação da campanha","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor usado (BRL)",Resultados,"Indicador de resultados","Custo por resultados","CPM (custo por 1.000 impressões) (BRL)",Alcance,Frequência,Impressões,"CTR (taxa de cliques no link)","Cliques no link","CPC (custo por clique no link) (BRL)","Visitas ao perfil do Instagram"
2025-01-01,2025-06-30,"[Amanita] Suzuki - GSX-8S",active,12,Diário,1451.14,375,actions:onsite_conversion.lead_grouped,3.86970667,8.568679,71315,2.374732,169354,1.358692,2301,0.630656,427
2025-01-01,2025-06-30,"CP57 [Cadastros] Vstrom 650",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-01-01,2025-06-30,"CP58 [Cadastros]  Vstrom800 - dez",inactive,"Usando o orçamento do conjunto de anúncios",0,466.72,45,actions:onsite_conversion.lead_grouped,10.37155556,8.499417,21660,2.53518,54912,0.757576,416,1.121923,85
2025-01-01,2025-06-30,"CP59 [Cadastros] Vstrom 650",inactive,"Usando o orçamento do conjunto de anúncios",0,218.22,34,actions:onsite_conversion.lead_grouped,6.41823529,7.472264,10892,2.681234,29204,1.177921,344,0.63436,28
2025-01-01,2025-06-30,"[Amanita] Tráfego - Paleta Atlântida 2025 - Suzuki",inactive,50,Diário,136.79,229,actions:landing_page_view,0.59733624,9.758168,6677,2.099446,14018,2.311314,324,0.422191,4
2025-01-01,2025-06-30,"CP80 [Cadastros]  8S EMPLACAMENTO FEV",inactive,"Usando o orçamento do conjunto de anúncios",0,228.48,26,actions:onsite_conversion.lead_grouped,8.78769231,7.344026,16956,1.834808,31111,0.729645,227,1.00652,64
2025-01-01,2025-06-30,"[Amanita] Liquida Porto Alegre 2025 - V-Strom 800DE",inactive,8,Diário,46.48,,,,16.418227,1959,1.445125,2831,1.554221,44,1.056364,14
2025-01-01,2025-06-30,"[Amanita] Expodireto 2025 - Motos+Quadriciclo",inactive,8,Diário,83.58,4,actions:onsite_conversion.lead_grouped,20.895,8.27279,4053,2.492721,10103,0.386024,39,2.143077,13
2025-01-01,2025-06-30,"[Amanita] Always On | Suzuki",inactive,20,Diário,692.13,95,actions:onsite_conversion.lead_grouped,7.28557895,9.438565,38188,1.920237,73330,1.05823,776,0.89192,153
2025-01-01,2025-06-30,"[Amanita] Suzuki - V-Strom 650",active,12,Diário,1163.87,100,actions:onsite_conversion.lead_grouped,11.6387,10.631571,44549,2.457362,109473,0.978323,1071,1.086713,187
2025-01-01,2025-06-30,"[Amanita] Suzuki - Sul e Motos 2025",completed,10,Diário,43.29,8584,reach,5.04310345,1.542216,8584,3.270037,28070,0.089063,25,1.7316,2
