"Início dos relatórios","Término dos relatórios","Nome da campanha","Veiculação da campanha","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor usado (BRL)",Resultados,"Indicador de resultados","Custo por resultados","CPM (custo por 1.000 impressões) (BRL)",Alcance,Frequência,Impressões,"CTR (taxa de cliques no link)","Cliques no link","CPC (custo por clique no link) (BRL)","Visitas ao perfil do Instagram"
2025-06-01,2025-06-30,"[CADASTRO] [FB e Insta] - Rio 16/10",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CADASTRO][FB e Insta] [RMKT] - CERATO",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[VideoView] Cerato 18/10",inactive,5.7,Diário,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[VideoView] Sportage 19/10",inactive,5.7,Diário,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CADASTRO][FB e Insta] - Sportage 20/10",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[VideoView] Bongo 20/10",inactive,5.7,Diário,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[Cadastro][FB e Insta] - Bongo 60X - 20/10",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CADASTRO][FB e Insta] - SORENTO 29/10",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CADASTRO][FB e Insta] - LIFAN X80 29/10",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CADASTRO][FB e Insta] [RMKT] - CERATO 10/11",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"CP01 [VideoView] PÓS VENDAS",inactive,6,Diário,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[VideoView] Sorento",inactive,5.7,Diário,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CONVERSÃO] [FB e Insta] - Rio 14/12",inactive,30,Diário,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CONVERSÃO][FB e Insta]  - CERATO 14/12",inactive,30,Diário,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CONVERSÃO][FB e Insta] - Sportage 19.12",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"01 - [CADASTRO] [FB e Insta] - Rio 14/01/2021",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"02 - [CADASTRO][FB e Insta] - Sportage 14/01/21",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"CP02 - [Tráfego] PÓS VENDAS",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"03 - [Cadastro][FB e Insta] - Bongo 60X - 2021",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"04 - [CADASTRO][FB e Insta] - Sportage 09/02",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"05 - MS - [VideoView] [Sportage]",inactive,12,Diário,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"06 - MS [WhatsApp] - Sportage",inactive,20,Diário,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"06 - MS [WhatsApp] - Sportage — Cópia",inactive,60,Diário,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CONVERSÃO][FB e Insta] - Sportage 1.924,60",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-06-01,2025-06-30,"[CONVERSÃO][FB & Insta] - Bongo 60x 1.845",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
