"Início dos relatórios","Término dos relatórios","Nome da campanha","Veiculação da campanha","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor usado (BRL)",Resultados,"Indicador de resultados","Custo por resultados","CPM (custo por 1.000 impressões) (BRL)",Alcance,Frequência,Impressões,"CTR (taxa de cliques no link)","Cliques no link","CPC (custo por clique no link) (BRL)","Visitas ao perfil do Instagram"
2025-07-01,2025-07-31,"11 - MS [Geração de Cadastro] - Sportage",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"16 - MS [Conversão] [Pag RockFunnels] - Sportage Bônus 16K",inactive,30,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"MS 13 - [Cadastro][FB e Insta] - Bongo 60X - 2021",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"13 - MS [Conversão] [Pag RockFunnels] - Cerato",inactive,10,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"14 - MS [Conversão] [Pag RockFunnels] - Bongo",inactive,20,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"15 - MS [Conversão] [Pag RockFunnels] - Bongo",inactive,20,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"17 - MS [Conversão] [Pag RockFunnels] - Sportage Bônus 16K — Cópia",inactive,30,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"CP16 [VideoView] BONGO",inactive,20,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"20 - MS [Conversão] [Pag RockFunnels] - Cerato — Cópia",inactive,20,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"CP19 [Conversão] Sportage Fipe",inactive,20,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"20 - MS [Conversão] [Pag RockFunnels] - Cerato",inactive,20,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"21 - CERATO - LEAD",inactive,20,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"CP22 [VideoView] SPORTAGE com ICO",inactive,10,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"CP23 [Conversão] Bongo 60x",inactive,20,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"CP24 [Conversão] CERATO",inactive,20,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"CP25 [Conversão] CERATO",inactive,20,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"CP26 [Conversão] [CBO] CERATO - Feed e Stories",inactive,20,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"CP27 [Conversão] CERATO",inactive,20,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"CP28 [Conversão] CERATO",inactive,25,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"CP29 [Conversão] CERATO 3k de bônus",inactive,25,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"CP30 [VideoView] Cerato",inactive,10,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"CP31 [Conversão] CERATO 3k de bônus",inactive,25,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"CP34 [Conversão] CERATO FFIPE",inactive,30,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CADASTRO][FB e Insta] - Cerato — 16/10",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CADASTRO] [FB e Insta] - Rio 16/10",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CADASTRO][FB e Insta] [RMKT] - CERATO",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[VideoView] Cerato 18/10",inactive,5.7,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[VideoView] Sportage 19/10",inactive,5.7,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CADASTRO][FB e Insta] - Sportage 20/10",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[VideoView] Bongo 20/10",inactive,5.7,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[Cadastro][FB e Insta] - Bongo 60X - 20/10",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CADASTRO][FB e Insta] - SORENTO 29/10",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CADASTRO][FB e Insta] - LIFAN X80 29/10",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CADASTRO][FB e Insta] [RMKT] - CERATO 10/11",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"CP01 [VideoView] PÓS VENDAS",inactive,6,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[VideoView] Sorento",inactive,5.7,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CONVERSÃO] [FB e Insta] - Rio 14/12",inactive,30,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CONVERSÃO][FB e Insta]  - CERATO 14/12",inactive,30,Diário,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"[CONVERSÃO][FB e Insta] - Sportage 19.12",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
2025-07-01,2025-07-31,"01 - [CADASTRO] [FB e Insta] - Rio 14/01/2021",inactive,"Usando o orçamento do conjunto de anúncios",0,0,,,,0,0,0,0,,,,0
